,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,address,longitude,latitude,floor
0,The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,addr,lat,long,floor
1163,楊梅區,房地(土地+建物),金山街1~30號,12.19,其他,,,1090802,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841016,71.66,2,2,1,有,有,2100000,29305,,0.0,0,,RPSNMLQLQHPFFDH07DA,47.5,0.0,6.55,有,桃園市楊梅區金山街1號,24.909356,121.154497,8
1164,楊梅區,土地,雙榮段1561~1590地號,168.8,其他,,,1090706,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4668805,27659,,0.0,0,包含公共設施保留地用地;,RPVNMLQLQHPFFDH37DA,0.0,0.0,0.0,無,桃園市楊梅區雙榮段1561號,24.90767527,121.14575321,
1165,楊梅區,房地(土地+建物),快速路五段825巷17弄1~30號,77.71,,特定農業區,甲種建築用地,1090708,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830509,185.89,4,2,3,有,無,5700000,30663,,0.0,0,,RPROMLQLQHPFFDH07DA,176.62,5.91,3.36,無,桃園市楊梅區快速路五段825巷17弄1號,24.949402,121.161958,3
1166,楊梅區,房地(土地+建物),三民東路241~270號,22.52,其他,,,1090704,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0860512,85.86,3,2,2,有,有,2100000,24458,,0.0,0,,RPSOMLQLQHPFFDH17DA,63.96,0.0,3.6,無,桃園市楊梅區三民東路241號,24.907106,121.17023,5
1167,新屋區,土地,崁頭厝段崁頭厝小段991~1020地號,2117.0,,一般農業區,農牧用地,1090727,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9902694,4678,,0.0,0,,RPWOMLQLQHPFFDH57DA,0.0,0.0,0.0,無,桃園市新屋區崁頭厝段崁頭厝小段991號,24.97248034,121.10548076,
1168,新屋區,土地,崁頭厝段崁頭厝小段1021~1050地號,7610.0,,一般農業區,農牧用地,1090727,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,35597306,4678,,0.0,0,,RPXOMLQLQHPFFDH67DA,0.0,0.0,0.0,無,桃園市新屋區崁頭厝段崁頭厝小段1021號,24.97248034,121.10548076,
1169,楊梅區,土地,上田段301~330地號,1928.42,,特定農業區,農牧用地,1090802,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16000000,8297,,0.0,0,受民情風俗因素影響;,RPVNMLRLQHPFFDH47DA,0.0,0.0,0.0,無,桃園市楊梅區上田段301號,24.90767527,121.14575321,
1170,楊梅區,房地(土地+建物),青山五街1~30號,7.9,其他,,,1090818,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840324,42.129999999999995,1,1,1,有,有,1000000,23736,,0.0,0,,RPSOMLRLQHPFFDH27DA,23.03,0.0,2.95,有,桃園市楊梅區青山五街1號,24.921189,121.1715,15
1171,楊梅區,房地(土地+建物),高獅路834巷1~30號,30.38,,一般農業區,甲種建築用地,1090711,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670124,68.32,3,2,1,有,無,2500000,36593,,0.0,0,頂樓加蓋;,RPPUMLRLQHPFFDH57DA,68.32,0.0,0.0,無,桃園市楊梅區高獅路834巷1號,24.922531,121.168485,4
1172,大園區,土地,竹圍段崁腳小段1~30地號,203.96,,一般農業區,甲種建築用地,1090629,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9400000,46087,,0.0,0,,RPSQNLMJPHPFFEH86DA,0.0,0.0,0.0,無,桃園市大園區竹圍段崁腳小段1號,25.06384279,121.19558068,
1173,楊梅區,房地(土地+建物)+車位,金龍三路1~30號,27.82,其他,,,1090531,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081231,168.5,3,2,2,有,有,8450000,51308,坡道平面,28.17,1250000,,RPSOMLOLQHPFFDH96DA,84.41,7.08,5.57,有,桃園市楊梅區金龍三路1號,24.91173042,121.18651463,15
1174,新屋區,土地,蚵殼港段深圳小段511~540地號,2143.0,,一般農業區,農牧用地,1090619,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11432866,5335,,0.0,0,,RPQNMLPLQHPFFDH76DA,0.0,0.0,0.0,無,桃園市新屋區蚵殼港段深圳小段511號,24.97248034,121.10548076,
1175,新屋區,土地,蚵殼港段深圳小段511~540地號,2000.0,,一般農業區,農牧用地,1090619,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10669964,5335,,0.0,0,,RPRNMLPLQHPFFDH86DA,0.0,0.0,0.0,無,桃園市新屋區蚵殼港段深圳小段511號,24.97248034,121.10548076,
1176,新屋區,土地,蚵殼港段深圳小段511~540地號,1931.0,,一般農業區,農牧用地,1090619,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10301850,5335,,0.0,0,,RPSNMLPLQHPFFDH96DA,0.0,0.0,0.0,無,桃園市新屋區蚵殼港段深圳小段511號,24.97248034,121.10548076,
1177,龍潭區,房地(土地+建物),民治十六街241~270號,104.79,其他,,,1090812,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0841211,171.03,6,4,3,有,無,4500000,26311,,0.0,0,,RPTOMLQLQHPFFCH27EA,149.4,5.85,15.78,無,桃園市龍潭區民治十六街241號,24.82314,121.23234,3
1178,新屋區,土地,東勢段甲頭厝小段631~660地號,72.0,,特定農業區,甲種建築用地,1090524,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,450000,6250,,0.0,0,瑕疵物件;,RPQNMLMLPHPFFDH09EA,0.0,0.0,0.0,無,桃園市新屋區東勢段甲頭厝小段631號,24.97248034,121.10548076,
1179,蘆竹區,房地(土地+建物)+車位,長興路一段31~60號,22.4,其他,,,1090720,土地1建物1車位2,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070123,166.23000000000002,2,1,2,有,有,9600000,65366,坡道平面,62.2,2800000,,RPOPMLPLQHPFFEH96EA,64.94,5.55,5.29,有,桃園市蘆竹區長興路一段31號,25.072184,121.28798,13
1180,蘆竹區,房地(土地+建物)+車位,長興路一段31~60號,2.8,其他,,,1090705,土地1建物1車位1,全,二層,透天厝,見其他登記事項,鋼筋混凝土造,1070123,251.46,4,2,5,有,有,17000000,69886,坡道平面,31.1,1600000,,RPPPMLPLQHPFFEH07EA,176.64,0.0,12.6,有,桃園市蘆竹區長興路一段31號,25.072184,121.28798,2
1181,蘆竹區,土地,南崁廟口段營盤坑小段91~120地號,926.2,其他,,,1090728,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12000000,12956,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPPNMLQLQHPFFEH96EA,0.0,0.0,0.0,無,桃園市蘆竹區南崁廟口段營盤坑小段91號,25.04693352,121.29508445,
1182,大園區,土地,華興段901~930地號,543.59,,特定農業區,農牧用地,1090716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,3679,,0.0,0,,RPWQMLQLQHPFFEH97EA,0.0,0.0,0.0,無,桃園市大園區華興段901號,25.06384279,121.19558068,
1183,八德區,房地(土地+建物)+車位,東勇街45巷1~30號,21.36,其他,,,1090731,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851128,138.06,3,2,2,有,有,6200000,44908,坡道機械,0.0,1000000,其他增建;,RPRNMLPLQHPFFFH17EA,81.56,0.0,11.17,有,桃園市八德區東勇街45巷1號,24.961935,121.306417,8
1184,八德區,土地,新霄裡段31~60地號,37.71,,鄉村區,乙種建築用地,1090817,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,26518,,0.0,0,未登記建物;,RPTNMLQLQHPFFFH47EA,0.0,0.0,0.0,無,桃園市八德區新霄裡段31號,24.92893097,121.28463376,
1185,八德區,土地,豐田段1351~1380地號,288.79,其他,,,1090812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22000000,76180,,0.0,0,政府機關標讓售;,RPXNMLQLQHPFFFH87EA,0.0,0.0,0.0,無,桃園市八德區豐田段1351號,24.92893097,121.28463376,
1186,八德區,土地,中華段811~840地號,2625.15,,一般農業區,丁種建築用地,1090630,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,230289000,87724,,0.0,0,,RPOOMLQLQHPFFFH07EA,0.0,0.0,0.0,無,桃園市八德區中華段811號,24.92893097,121.28463376,
1187,八德區,房地(土地+建物)+車位,仁德路151~180號,22.4,其他,,,1090722,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050622,131.14999999999998,2,2,1,有,有,7100000,60982,坡道平面,34.4,1200000,其他增建;,RPQOMLQLQHPFFFH27EA,61.13,1.69,3.42,有,桃園市八德區仁德路151號,24.935767,121.286161,15
1188,大園區,土地,大牛稠段大牛稠小段61~90地號,75.0,,特定農業區,甲種建築用地,1090722,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3819000,50920,,0.0,0,,RPPRMLQLQHPFFEH37EA,0.0,0.0,0.0,無,桃園市大園區大牛稠段大牛稠小段61號,25.06384279,121.19558068,
1189,大園區,房地(土地+建物),拔子林三路53巷17弄31~60號,13.81,其他,,,1090722,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030307,62.769999999999996,2,1,1,有,有,4450000,70894,,0.0,0,,RPQRMLQLQHPFFEH47EA,33.1,0.0,2.95,有,桃園市大園區拔子林三路53巷17弄31號,25.078354,121.263153,10
1190,大園區,土地,沙崙段坡堵小段361~390地號,2138.0,,一般農業區,農牧用地,1090623,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,54500000,25491,,0.0,0,,RPSRMLQLQHPFFEH67EA,0.0,0.0,0.0,無,桃園市大園區沙崙段坡堵小段361號,25.06384279,121.19558068,
1191,大園區,房地(土地+建物),沙崙里17鄰沙崙91~120號,70.14,,一般農業區,甲種建築用地,1090725,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0840105,190.35,5,2,3,有,無,3000000,15760,,0.0,0,,RPTRMLQLQHPFFEH77EA,166.36,23.99,0.0,無,桃園市大園區沙崙里17鄰沙崙91號,25.088911,121.2159,4
1192,蘆竹區,土地,南竹段241~270地號,529.0,其他,,,1090708,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20550000,38847,,0.0,0,,RPTOMLRLQHPFFEH57EA,0.0,0.0,0.0,無,桃園市蘆竹區南竹段241號,25.04693352,121.29508445,
1193,大園區,土地,五塊厝段下埔小段721~750地號,75.0,,特定農業區,農牧用地,1090716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1632000,21760,,0.0,0,,RPOOMLPLQHPFFEH86EA,0.0,0.0,0.0,無,桃園市大園區五塊厝段下埔小段721號,25.06384279,121.19558068,
1194,八德區,土地,桃德段541~570地號,1052.0,其他,,,1090824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,29574815,28113,,0.0,0,,RPVNMLRLQHPFFFH77EA,0.0,0.0,0.0,無,桃園市八德區桃德段541號,24.92893097,121.28463376,
1195,八德區,房地(土地+建物),後庄91~120號,133.08,,鄉村區,乙種建築用地,1090801,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830813,252.74,3,2,3,有,無,9500000,37588,,0.0,0,,RPQOMLRLQHPFFFH37EA,219.28,6.69,26.77,無,桃園市八德區後庄91號,24.92893097,121.28463376,3
1196,平鎮區,房地(土地+建物),中豐路南勢二段369巷1~30號,69.38,其他,,,1090727,土地1建物1車位0,全,二層,透天厝,見其他登記事項,鋼筋混凝土造,0830228,146.49,4,1,2,有,無,7680000,52427,,0.0,0,,RPUNMLSLQHPFFGH87EA,129.82,13.3,3.37,無,桃園市平鎮區中豐路南勢二段369巷1號,24.909929,121.211818,2
1197,平鎮區,房地(土地+建物),金陵路二段1巷1~30號,36.77,其他,,,1090812,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0711207,88.34,3,1,1,有,無,4400000,49808,,0.0,0,未登記建物;,RPQNMLLMQHPFFGH86EA,76.59,11.75,0.0,無,桃園市平鎮區金陵路二段1巷1號,24.943288,121.222826,4
1198,平鎮區,土地,東金段1021~1050地號,251.0,,一般農業區,特定目的事業用地,1090723,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4367400,17400,,0.0,0,政府機關標讓售;,RPVNMLPLQHPFFGH67EA,0.0,0.0,0.0,無,桃園市平鎮區東金段1021號,24.94570169,121.21823451,
1199,八德區,房地(土地+建物)+車位,高城八街19巷31~60號,23.92,其他,,,1090713,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021008,174.66000000000003,3,2,2,有,有,8100000,46376,坡道平面,0.0,0,,RPSOMLRLQHPFFFH57EA,88.05,0.0,7.88,有,桃園市八德區高城八街19巷31號,24.977172,121.275406,14
1200,龜山區,房地(土地+建物),萬壽路二段1231~1260號,20.4,其他,,,1090814,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700203,69.8,3,2,1,有,無,2800000,40115,,0.0,0,,RPQOMLQLQHPFFHH47EA,69.8,0.0,0.0,無,桃園市龜山區萬壽路二段1231號,24.992978,121.329122,5
1201,龜山區,土地,山福段331~360地號,20.83,其他,,,1090807,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,220000,10562,,0.0,0,,RPSPMLRLQHPFFHH87EA,0.0,0.0,0.0,無,桃園市龜山區山福段331號,24.99267322,121.3377571,
1202,龜山區,土地,山德段721~750地號,28.91,其他,,,1090807,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,489000,16915,,0.0,0,包含公共設施保留地用地;,RPUPMLRLQHPFFHH08EA,0.0,0.0,0.0,無,桃園市龜山區山德段721號,24.99267322,121.3377571,
1203,龜山區,房地(土地+建物)+車位,民生北路一段31~60號,57.22,其他,,,1090817,土地1建物1車位2,六層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0811111,323.98,2,0,0,有,有,14600000,45065,坡道平面,0.0,0,營業稅外加,RPWQMLRLQHPFFHH38EA,194.91,0.0,0.0,有,桃園市龜山區民生北路一段31號,25.03142,121.3034,6
1204,龜山區,房地(土地+建物),自由街8巷1~30號,29.94,其他,,,1090807,土地3建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0670324,55.77,1,2,1,有,無,5000000,89654,,0.0,0,其他增建;,RPUNMLSLQHPFFHH97EA,55.77,0.0,0.0,無,桃園市龜山區自由街8巷1號,25.018234,121.403675,4
1205,平鎮區,房地(土地+建物),大興街88巷31~60號,81.62,其他,,,1090711,土地3建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1001118,245.21,6,2,3,有,有,12300000,50161,,0.0,0,其他增建;,RPUOMLQLQHPFFGH77EA,225.72,11.1,8.27,無,桃園市平鎮區大興街88巷31號,24.910481,121.208289,5
1206,龜山區,土地,頂湖段1081~1110地號,67.01,其他,,,1090806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2600000,38800,,0.0,0,,RPVNMLQLQHPFFHH87EA,0.0,0.0,0.0,無,桃園市龜山區頂湖段1081號,24.99267322,121.3377571,
1207,八德區,土地,大勇段151~180地號,672.66,其他,,,1090728,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,71217878,105875,,0.0,0,,RPROMLRLQHPFFFH47EA,0.0,0.0,0.0,無,桃園市八德區大勇段151號,24.92893097,121.28463376,
1208,八德區,土地,大華段571~600地號,133.07,其他,,,1090807,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5836250,43858,,0.0,0,,RPWNMLRLQHPFFFH87EA,0.0,0.0,0.0,無,桃園市八德區大華段571號,24.92893097,121.28463376,
1209,蘆竹區,房地(土地+建物)+車位,大興四街91~120號,17.56,其他,,,1090725,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980423,170.06,3,2,2,有,有,9600000,56451,坡道平面,0.0,0,,RPUOMLRLQHPFFEH67EA,84.16,2.29,10.9,有,桃園市蘆竹區大興四街91號,25.015229,121.259619,13
1210,八德區,房地(土地+建物)+車位,廣興三路42巷31~60號,49.07,其他,,,1090818,土地1建物1車位1,全,五層,透天厝,住家用,鋼筋混凝土造,1020325,148.17,3,2,3,有,有,8750000,59050,坡道平面,0.0,0,,RPPNMLRLQHPFFFH17EA,124.81,0.0,6.1,無,桃園市八德區廣興三路42巷31號,24.935213,121.284273,5
1211,大園區,土地,竹圍段海方厝小段61~90地號,206.03,,一般農業區,甲種建築用地,1090715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9477954,46003,,0.0,0,,RPORMLLLQHPFFEH76EA,0.0,0.0,0.0,無,桃園市大園區竹圍段海方厝小段61號,25.06384279,121.19558068,
1212,大園區,土地,竹圍段海方厝小段61~90地號,7.0,,一般農業區,甲種建築用地,1090715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,322046,46007,,0.0,0,,RPPRMLLLQHPFFEH86EA,0.0,0.0,0.0,無,桃園市大園區竹圍段海方厝小段61號,25.06384279,121.19558068,
1213,楊梅區,土地,頭重溪段91~120地號,208.0,其他,,,1090805,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11000000,52885,,0.0,0,,RPWOMLSLQHPFFDH87EA,0.0,0.0,0.0,無,桃園市楊梅區頭重溪段91號,24.90767527,121.14575321,
1214,新屋區,土地,新屋段後湖小段631~660地號,3164.0,,特定農業區,農牧用地,1090729,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11200000,3540,,0.0,0,,RPSOMLPLQHPFFDH07DA,0.0,0.0,0.0,無,桃園市新屋區新屋段後湖小段631號,24.97248034,121.10548076,
1215,楊梅區,房地(土地+建物)+車位,裕成南路361~390號,10.64,,山坡地保育區,丙種建築用地,1090810,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861224,101.43,2,2,1,有,有,2400000,23662,坡道平面,0.0,0,,RPUOMLPLQHPFFDH27DA,52.21,0.0,9.0,有,桃園市楊梅區裕成南路361號,24.899042,121.157635,13
1216,楊梅區,房地(土地+建物),金龍三路1~30號,16.76,其他,,,1080925,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081231,101.44000000000001,2,2,1,有,有,4250000,41897,,0.0,0,,RPTOMLOLQHPFFDH07DA,63.42,3.1,3.66,有,桃園市楊梅區金龍三路1號,24.91173042,121.18651463,15
1217,楊梅區,房地(土地+建物),金龍三路1~30號,16.76,其他,,,1090610,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081231,101.44000000000001,2,2,1,有,有,4500000,44361,,0.0,0,,RPUOMLOLQHPFFDH17DA,63.42,3.1,3.66,有,桃園市楊梅區金龍三路1號,24.91173042,121.18651463,15
1218,楊梅區,房地(土地+建物),金龍三路1~30號,17.68,其他,,,1081012,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081231,107.07,2,2,1,有,有,4650000,43430,,0.0,0,,RPVOMLOLQHPFFDH27DA,61.11,4.95,7.97,有,桃園市楊梅區金龍三路1號,24.91173042,121.18651463,15
1219,楊梅區,房地(土地+建物),金龍三路1~30號,16.23,其他,,,1090503,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081231,98.37,2,2,1,有,有,4100000,41679,,0.0,0,,RPWOMLOLQHPFFDH37DA,61.53,2.64,3.89,有,桃園市楊梅區金龍三路1號,24.91173042,121.18651463,15
1220,楊梅區,房地(土地+建物),新富一街1~30號,218.53,其他,,,1090711,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0970227,308.48,7,2,5,有,無,15000000,48626,,0.0,0,含土地增值稅或其他稅費101776元;,RPXOMLOLQHPFFDH47DA,265.59,7.68,35.21,無,桃園市楊梅區新富一街1號,24.936401,121.090102,3
1221,楊梅區,房地(土地+建物)+車位,金龍三路1~30號,32.36,其他,,,1090515,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081231,196.22,3,2,2,有,有,8680000,43916,坡道平面,28.17,1300000,陽台外推;,RPVPMLOLQHPFFDH37DA,99.28,3.91,13.03,有,桃園市楊梅區金龍三路1號,24.91173042,121.18651463,15
1222,楊梅區,土地,啟明段841~870地號,903.73,其他,,,1090612,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11710000,12957,,0.0,0,,RPWNMLRLQHPFFDH57DA,0.0,0.0,0.0,無,桃園市楊梅區啟明段841號,24.90767527,121.14575321,
1223,楊梅區,房地(土地+建物),環南路171巷9弄1~30號,93.95,其他,,,1090714,土地4建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1060412,202.0,5,3,4,有,無,9600000,47525,,0.0,0,,RPTNMLRLQHPFFDH27DA,182.88,0.0,19.12,無,桃園市楊梅區環南路171巷9弄1號,24.900695,121.145506,4
1224,大園區,土地,橫山段湳子小段151~180地號,1842.3,其他,,,1090514,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,40000000,21712,,0.0,0,三七五租約,RPQNMLNLPHPFFEH56DA,0.0,0.0,0.0,無,桃園市大園區橫山段湳子小段151號,25.06384279,121.19558068,
1225,大園區,土地,內海墘段751~780地號,1622.0,,一般農業區,農牧用地,1090608,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,45000000,27744,,0.0,0,,RPXOMLRJQHPFFEH67DA,0.0,0.0,0.0,無,桃園市大園區內海墘段751號,25.06384279,121.19558068,
1226,大園區,土地,客運二段301~330地號,436.05,其他,,,1090705,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17540000,40225,,0.0,0,,RPSSMLOJQHPFFEH27DA,0.0,0.0,0.0,無,桃園市大園區客運二段301號,25.06384279,121.19558068,
1227,大園區,土地,沙崙段沙崙小段571~600地號,23.0,,一般農業區,農牧用地,1090730,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,426420,18540,,0.0,0,,RPVUMLKMPHPFFEH57DA,0.0,0.0,0.0,無,桃園市大園區沙崙段沙崙小段571號,25.06384279,121.19558068,
1228,蘆竹區,房地(土地+建物),南山路一段31~60號,9.68,其他,,,1090720,土地1建物1車位0,三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840925,109.24,3,2,2,有,有,4700000,43025,,0.0,0,,RPXSMLNKQHPFFEH77DA,76.4,3.13,6.29,有,桃園市蘆竹區南山路一段31號,25.051471,121.292071,20
1229,蘆竹區,房地(土地+建物),龍安街二段1531~1560號,110.0,,一般農業區,甲種建築用地,1090714,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0700213,181.0,6,3,3,有,無,13000000,71823,,0.0,0,騎樓、頂樓、防火巷、後陽台加蓋,RPTWMLNKQHPFFEH77DA,181.0,0.0,0.0,無,桃園市蘆竹區龍安街二段1531號,25.016374,121.252679,2
1230,蘆竹區,土地,宏竹段511~540地號,127.74,,鄉村區,乙種建築用地,1090809,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8000000,62627,,0.0,0,,RPVWMLNKQHPFFEH97DA,0.0,0.0,0.0,無,桃園市蘆竹區宏竹段511號,25.04693352,121.29508445,
1231,大園區,土地,橫山段橫山小段181~210地號,53.8,,特定農業區,農牧用地,1090729,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,650000,12082,,0.0,0,,RPURMLSKQHPFFEH87DA,0.0,0.0,0.0,無,桃園市大園區橫山段橫山小段181號,25.06384279,121.19558068,
1232,大園區,房地(土地+建物),環區西路421~450號,125.09,其他,,,1090815,土地2建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1081001,360.49,3,2,5,有,無,19620000,54426,,0.0,0,,RPXOMLSKQHPFFEH87DA,331.53,0.0,28.96,有,桃園市大園區環區西路421號,25.050124,121.165825,5
1233,大園區,土地,青峰段451~480地號,329.87,其他,,,1090713,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,38420000,116470,,0.0,0,,RPWRMLQLQHPFFEH97DA,0.0,0.0,0.0,無,桃園市大園區青峰段451號,25.06384279,121.19558068,
1234,蘆竹區,土地,坑子外段外社小段391~420地號,1258.0,,一般農業區,農牧用地,1090729,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15220000,12099,,0.0,0,,RPQNMLRLQHPFFEH07DA,0.0,0.0,0.0,無,桃園市蘆竹區坑子外段外社小段391號,25.04693352,121.29508445,
1235,大園區,土地,內海墘段691~720地號,2526.0,,一般農業區,農牧用地,1090703,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17600000,6968,,0.0,0,農業設施;,RPXNMLRLQHPFFEH77DA,0.0,0.0,0.0,無,桃園市大園區內海墘段691號,25.06384279,121.19558068,
1236,蘆竹區,土地,大坑段721~750地號,58.05,,一般農業區,甲種建築用地,1090608,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,200000,3445,,0.0,0,1.本土地位於寺廟旁目前由寺廟使用中.2.增值稅由買方繳納.,RPPOMLRLQHPFFEH07DA,0.0,0.0,0.0,無,桃園市蘆竹區大坑段721號,25.04693352,121.29508445,
1237,大園區,房地(土地+建物),大觀路916巷85弄1~30號,85.16,,一般農業區,甲種建築用地,1090719,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0820703,172.8,5,2,4,有,無,5500000,31829,,0.0,0,,RPPNMLSLQHPFFEH07DA,155.64,8.17,8.99,無,桃園市大園區大觀路916巷85弄1號,25.059622,121.164343,4
1238,大園區,房地(土地+建物),濱海路三段52巷1~30號,54.0,,一般農業區,甲種建築用地,1090705,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,0700125,92.26,4,3,3,有,無,3200000,34685,,0.0,0,其他增建;,RPTNMLSLQHPFFEH47DA,92.26,0.0,0.0,無,桃園市大園區濱海路三段52巷1號,25.0848,121.190433,2
1239,蘆竹區,房地(土地+建物)+車位,奉化路61~90號,28.63,其他,,,1090724,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841207,186.99,3,2,2,有,有,8100000,43318,坡道平面,0.0,0,,RPPOMLSLQHPFFEH17DA,77.25,0.0,12.88,有,桃園市蘆竹區奉化路61號,25.039366,121.288889,8
